"year","ctr_code","RGN21NM","geography_code","geography_name","sex_name","age_code","ex","e_dagger","h","QALE"
2019,"E","East Midlands","E07000036","Erewash","Male",0,79.2578380412977,10.6406593985297,0.134253717505962,66.8164612098401
2019,"E","East Midlands","E07000037","High Peak","Male",0,79.6344766485142,10.8894892844799,0.13674340239019,67.0837114917844
2019,"E","East Midlands","E07000038","North East Derbyshire","Male",0,80.1982042371434,10.4234463645878,0.129971069349209,67.5627095105297
2019,"E","East Midlands","E07000039","South Derbyshire","Male",0,79.7157621396568,10.4051127842913,0.130527671128104,67.1694744799014
2019,"E","East Midlands","E07000129","Blaby","Male",0,81.8869786525489,9.57168468438143,0.116888971139046,68.897174709712
2019,"E","East Midlands","E07000130","Charnwood","Male",0,80.4960681281899,10.3353244966774,0.128395395415071,67.7853393281983
2019,"E","East Midlands","E07000131","Harborough","Male",0,82.1080503630091,10.0454051820686,0.122343730458301,69.0459245971849
2019,"E","East Midlands","E07000132","Hinckley and Bosworth","Male",0,80.8959231852734,10.2126428438853,0.126244221485619,68.1033855765596
2019,"E","East Midlands","E07000133","Melton","Male",0,82.0019297718142,9.45113738742197,0.115255060627494,69.0026957527959
2019,"E","East Midlands","E07000134","North West Leicestershire","Male",0,80.2770079410385,10.0223368053315,0.124846915229983,67.6270709580112
2019,"E","East Midlands","E07000135","Oadby and Wigston","Male",0,80.4865623947181,10.5893997999572,0.131567301235021,67.7803741073275
2019,"E","East Midlands","E07000136","Boston","Male",0,78.1378994780877,11.0583748843146,0.141523831049691,65.9380175375539
2019,"E","East Midlands","E07000137","East Lindsey","Male",0,78.981164804679,10.8936343418419,0.137926990172681,66.5986723493033
2019,"E","East Midlands","E07000138","Lincoln","Male",0,76.7407072219292,12.112723812027,0.157839616684764,64.7953911950564
2019,"E","East Midlands","E07000139","North Kesteven","Male",0,81.0096531895733,9.85956260499409,0.121708490492132,68.2144350404747
2019,"E","East Midlands","E07000140","South Holland","Male",0,80.1299358050324,10.5563805794577,0.131740784182617,67.4820600717345
2019,"E","East Midlands","E07000141","South Kesteven","Male",0,81.2331472553447,10.2208080544833,0.125820658189638,68.3627014683165
2019,"E","East Midlands","E07000142","West Lindsey","Male",0,80.6810076312757,10.1109214106064,0.125319721548531,67.9394491900619
2019,"E","East Midlands","E07000170","Ashfield","Male",0,78.6778976118555,10.7764588181782,0.136969328684176,66.3643160761254
2019,"E","East Midlands","E07000171","Bassetlaw","Male",0,79.379235756675,11.1613620438031,0.140608081413338,66.8909965580449
2019,"E","East Midlands","E07000172","Broxtowe","Male",0,80.6775839342887,10.0609759899427,0.124705965391047,67.9383657670177
2019,"E","East Midlands","E07000173","Gedling","Male",0,80.4750326954394,10.0914957885043,0.125399089015545,67.7755777589286
2019,"E","East Midlands","E07000174","Mansfield","Male",0,78.3497051661437,10.678878363287,0.136297620273644,66.1116364481065
2019,"E","East Midlands","E07000175","Newark and Sherwood","Male",0,80.5008937117326,10.2678902286363,0.1275500153502,67.7899738245115
2019,"E","East Midlands","E07000176","Rushcliffe","Male",0,82.6207390864414,9.84907786781929,0.119208300200689,69.4464648003736
2019,"E","East of England","E06000031","Peterborough","Female",0,82.7046295510862,10.1928424815334,0.123243916777807,67.2323171814217
2019,"E","East of England","E06000032","Luton","Female",0,82.4982878106455,10.3919817922483,0.125966029938713,67.0744864411895
2019,"E","East of England","E06000033","Southend-on-Sea","Female",0,83.1064701356909,9.61620759035142,0.115709493793332,67.5611893088277
2019,"E","East of England","E06000034","Thurrock","Female",0,82.7701039085258,9.40400056574923,0.113615908663618,67.3119862950546
2019,"E","East of England","E06000055","Bedford","Female",0,83.3812883621537,9.98961353526491,0.119806418580108,67.7440644550081
2019,"E","East of England","E06000056","Central Bedfordshire","Female",0,84.3328545283554,9.63781041102112,0.114282985734588,68.4688440483165
2019,"E","East of England","E07000008","Cambridge","Female",0,85.0644944942418,9.06157080401574,0.106525887891206,69.0375085569346
2019,"E","East of England","E07000009","East Cambridgeshire","Female",0,85.4809969503224,9.1782740332269,0.107372098602931,69.3536950209165
2019,"E","East of England","E07000010","Fenland","Female",0,82.2234772727159,10.6808230301266,0.129899918908816,66.8531185137995
2019,"E","East of England","E07000011","Huntingdonshire","Female",0,84.6135518245574,9.02962881073771,0.106716106534096,68.704223755765
2019,"E","East of England","E07000012","South Cambridgeshire","Female",0,86.2133904705922,9.19251711451033,0.106625166512225,69.8774801148583
2019,"E","East of England","E07000066","Basildon","Female",0,83.3360460278303,9.8266576291216,0.117916053106719,67.7183582508998
2019,"E","East of England","E07000067","Braintree","Female",0,83.6884269470803,9.05506611312177,0.108199740913372,68.0204136442143
2019,"E","East of England","E07000068","Brentwood","Female",0,85.3395637550838,9.09557479810847,0.106580985393971,69.2548478172951
2019,"E","East of England","E07000069","Castle Point","Female",0,84.102139227476,9.505559011497,0.113023986058033,68.3121752643157
2019,"E","East of England","E07000070","Chelmsford","Female",0,84.867090181022,8.99974592620982,0.106045180847055,68.8986295383505
2019,"E","East of England","E07000071","Colchester","Female",0,84.0248632333778,9.56683996079261,0.113857251206954,68.2430323543938
2019,"E","East of England","E07000072","Epping Forest","Female",0,84.346174789614,8.78472833006405,0.104150880012946,68.518488531592
2019,"E","East of England","E07000073","Harlow","Female",0,83.1236448790185,9.51837815060396,0.114508671563397,67.5810964447354
2019,"E","East of England","E07000074","Maldon","Female",0,84.4213018256157,8.87739090478364,0.105155816278706,68.5796953855158
2019,"E","East of England","E07000075","Rochford","Female",0,84.6448570351286,9.51486648301046,0.112409268752875,68.6996373269138
2019,"E","East of England","E07000076","Tendring","Female",0,82.4275835507048,10.1660838546714,0.123333517940845,67.0206103895137
2019,"E","East of England","E07000077","Uttlesford","Female",0,85.7213962302519,8.88412837997624,0.103639566907112,69.5326282989609
2019,"E","East of England","E07000095","Broxbourne","Female",0,84.4689049017687,9.3695156939702,0.110922660887652,68.5870104022746
2019,"E","East of England","E07000096","Dacorum","Female",0,84.5089427001108,9.16291561868721,0.108425396483811,68.6238350938034
2019,"E","East of England","E07000098","Hertsmere","Female",0,85.0892068465433,8.99596410984306,0.105723915444025,69.0715236378341
2019,"E","East of England","E07000099","North Hertfordshire","Female",0,84.5705275977641,8.95419757247368,0.105878464127146,68.6740506250812
2019,"E","East of England","E07000102","Three Rivers","Female",0,84.9321473339021,8.55359465842249,0.100710919562588,68.9692386662566
2019,"E","East of England","E07000103","Watford","Female",0,83.2433193600298,8.90459372784746,0.106970670995649,67.6960326976541
2019,"E","East of England","E07000143","Breckland","Female",0,84.0196842416766,9.38178794341583,0.111661785307712,68.2391379512483
2019,"E","East of England","E07000144","Broadland","Female",0,85.6520338468025,8.47375724398052,0.0989323529565767,69.5037021081808
2019,"E","East of England","E07000145","Great Yarmouth","Female",0,83.4741351835725,9.92332825283846,0.118879078303902,67.8377097248908
2019,"E","East of England","E07000146","King's Lynn and West Norfolk","Female",0,83.4046501621183,9.93711642468505,0.119143433913693,67.7576920606257
2019,"E","East of England","E07000147","North Norfolk","Female",0,85.3797141285917,9.21851337329576,0.107970768787204,69.2709658507518
2019,"E","East of England","E07000148","Norwich","Female",0,83.0008293196221,10.3383466218984,0.124557148484471,67.4448391089582
2019,"E","East of England","E07000149","South Norfolk","Female",0,85.4143002921182,9.09439713804067,0.106473940627479,69.2917549208781
2019,"E","East of England","E07000200","Babergh","Female",0,85.8260456627499,8.63142295377808,0.100568806207092,69.6268639644675
2019,"E","East of England","E07000202","Ipswich","Female",0,83.2250318895224,9.66893377445359,0.116178192485269,67.6418713009484
2019,"E","East of England","E07000203","Mid Suffolk","Female",0,85.7241224723925,8.80672864144571,0.102733377577378,69.5402572320941
2019,"E","East of England","E07000240","St Albans","Female",0,85.6917162279515,8.67775099669314,0.101267093001255,69.5256230165547
2019,"E","East of England","E07000241","Welwyn Hatfield","Female",0,84.0983196326832,9.61473885696355,0.114327359915845,68.3061439200137
2019,"E","East of England","E07000242","East Hertfordshire","Female",0,85.4404055770718,8.60211715579021,0.100679732237819,69.3315581393038
2019,"E","East of England","E07000243","Stevenage","Female",0,83.5697231927326,9.9359618809046,0.118894277751642,67.9000631646233
2019,"E","East of England","E07000244","East Suffolk","Female",0,84.3370625907848,9.57473682844912,0.113529408474979,68.4693355823097
2019,"E","East of England","E07000245","West Suffolk","Female",0,84.5740376180062,9.40307472528758,0.11118157522239,68.6539270804328
2019,"E","East of England","E06000031","Peterborough","Male",0,79.0717083486887,11.4612351509439,0.144947357155893,67.1166563153863
2019,"E","East of England","E06000032","Luton","Male",0,78.407073343053,11.4727622120474,0.146323051261598,66.6078535419446
2019,"E","East of England","E06000033","Southend-on-Sea","Male",0,78.9166858372821,11.0294088984105,0.139760163283492,67.0316768317963
2019,"E","East of England","E06000034","Thurrock","Male",0,78.8149916052686,10.5170633609954,0.133439884301052,66.9755282760269
2019,"E","East of England","E06000055","Bedford","Male",0,79.3303732457278,11.4844043855472,0.144766801360861,67.3133802391823
2019,"E","East of England","E06000056","Central Bedfordshire","Male",0,80.9018730238572,10.6243855293586,0.13132434555904,68.5850914916749
2019,"E","East of England","E07000008","Cambridge","Male",0,81.2591207915588,10.9891706984395,0.135236150617828,68.8331933039826
2019,"E","East of England","E07000009","East Cambridgeshire","Male",0,82.0406262346084,10.0448725635212,0.122437785089502,69.4921379553966
2019,"E","East of England","E07000010","Fenland","Male",0,79.0288043870649,10.8097756543315,0.136782730526805,67.1385295331831
2019,"E","East of England","E07000011","Huntingdonshire","Male",0,81.6392350641249,10.015163399237,0.122675860343013,69.1920892262032
2019,"E","East of England","E07000012","South Cambridgeshire","Male",0,83.3140374602262,9.66775442789727,0.116039922234145,70.4810005653449
2019,"E","East of England","E07000066","Basildon","Male",0,79.4285338302642,10.7333632373074,0.135132334939534,67.4432360671789
2019,"E","East of England","E07000067","Braintree","Male",0,80.5067456825817,9.86871492194166,0.122582459870525,68.3214119065813
2019,"E","East of England","E07000068","Brentwood","Male",0,81.545077031552,10.0156291130704,0.122823222169439,69.1209533579237
2019,"E","East of England","E07000069","Castle Point","Male",0,79.9563135533041,10.2988503448719,0.128805967748951,67.8797387155833
2019,"E","East of England","E07000070","Chelmsford","Male",0,81.7816279229608,10.226818540486,0.125050317537329,69.2826032400295
2019,"E","East of England","E07000071","Colchester","Male",0,80.5779549515215,10.7031495302959,0.132829748989475,68.3225864354392
2019,"E","East of England","E07000072","Epping Forest","Male",0,80.8124314999041,10.2035857888222,0.126262576183397,68.5472259379095
2019,"E","East of England","E07000073","Harlow","Male",0,79.3394019741282,10.5637641649878,0.133146506050455,67.3930925812042
2019,"E","East of England","E07000074","Maldon","Male",0,81.465226252829,10.6466912436613,0.13069001012308,68.9939755322565
2019,"E","East of England","E07000075","Rochford","Male",0,81.9867498330326,9.82964138436042,0.11989304862528,69.4735708164433
2019,"E","East of England","E07000076","Tendring","Male",0,78.4026389532526,11.5683856555178,0.147550972900484,66.5964866025274
2019,"E","East of England","E07000077","Uttlesford","Male",0,83.4957456714979,9.48321888679967,0.11357727044094,70.6334840670225
2019,"E","East of England","E07000095","Broxbourne","Male",0,80.2173400560166,11.0096597989564,0.137247879214996,68.030148353131
2019,"E","East of England","E07000096","Dacorum","Male",0,81.5892441875286,10.0380290763919,0.123031279139196,69.1505152409369
2019,"E","East of England","E07000098","Hertsmere","Male",0,79.742538918792,10.5441318273856,0.132227189782902,67.6919697973339
2019,"E","East of England","E07000099","North Hertfordshire","Male",0,81.6602470279464,9.7424002114837,0.119304074700504,69.217763461126
2019,"E","East of England","E07000102","Three Rivers","Male",0,81.9976187602307,10.3307142385287,0.125987978611144,69.4484790538144
2019,"E","East of England","E07000103","Watford","Male",0,79.9278829466985,10.7090121204751,0.13398343263535,67.8250687112137
2019,"E","East of England","E07000143","Breckland","Male",0,80.2937227847241,10.3193829842596,0.128520420107148,68.1300874720535
2019,"E","East of England","E07000144","Broadland","Male",0,81.9395931043223,9.91557019654506,0.121010732673775,69.4161846274764
2019,"E","East of England","E07000145","Great Yarmouth","Male",0,79.0901743794596,11.0467438155489,0.139672771013865,67.1684123641677
2019,"E","East of England","E07000146","King's Lynn and West Norfolk","Male",0,79.7907775654027,11.2305698621656,0.140750224585293,67.6783074064238
2019,"E","East of England","E07000147","North Norfolk","Male",0,81.4257436208963,10.3237752116268,0.126787607365214,69.0028517974671
2019,"E","East of England","E07000148","Norwich","Male",0,78.2926335038961,11.840097572219,0.151228756044205,66.5058578312705
2019,"E","East of England","E07000149","South Norfolk","Male",0,81.9557234764282,10.2196064797847,0.124696678234121,69.3952387305117
2019,"E","East of England","E07000200","Babergh","Male",0,82.6045307189106,9.54365094478493,0.115534231133887,69.9444639941226
2019,"E","East of England","E07000202","Ipswich","Male",0,79.5954530991345,11.2475976391176,0.141309549744116,67.5385455414137
2019,"E","East of England","E07000203","Mid Suffolk","Male",0,82.3407830849629,9.34596590748148,0.113503485846593,69.7644429758773
2019,"E","East of England","E07000240","St Albans","Male",0,82.2636690516178,10.3262214758317,0.125525904629324,69.6415812973625
2019,"E","East of England","E07000241","Welwyn Hatfield","Male",0,81.1450729205559,10.4341422993514,0.128586270537545,68.7896364431653
2019,"E","East of England","E07000242","East Hertfordshire","Male",0,82.0296237112774,9.93832855196053,0.121155359519152,69.4855413110493
2019,"E","East of England","E07000243","Stevenage","Male",0,79.703500739099,10.2012949567371,0.12799055075548,67.6963882564646
2019,"E","East of England","E07000244","East Suffolk","Male",0,80.723986001976,10.8594034470239,0.13452511434158,68.4208306707059
2019,"E","East of England","E07000245","West Suffolk","Male",0,81.2892444444649,10.4835830357183,0.128966422401435,68.888694535022
2019,"E","London","E09000002","Barking and Dagenham","Female",0,81.8021917865732,10.1743893698467,0.124377955500169,65.8101890998806
2019,"E","London","E09000003","Barnet","Female",0,85.8165444114854,9.14184386706551,0.106527755571593,68.5157300081691
2019,"E","London","E09000004","Bexley","Female",0,83.9184245623357,9.87504572262157,0.117674345939207,67.2201112197493
2019,"E","London","E09000005","Brent","Female",0,84.9025167130169,10.0860915671904,0.118796143597049,67.8263991363183
2019,"E","London","E09000006","Bromley","Female",0,85.2041443168972,9.35455351306607,0.109789888603,68.098961166271
2019,"E","London","E09000007","Camden","Female",0,87.3587565661616,10.4916482987029,0.120098416130237,69.3498661044088
2019,"E","London","E09000008","Croydon","Female",0,83.8929428904057,9.72224993066779,0.115888769611629,67.2100479213404
2019,"E","London","E09000009","Ealing","Female",0,84.318421483179,9.80527604187157,0.116288657560171,67.4861246065045
2019,"E","London","E09000010","Enfield","Female",0,84.5393825864299,9.93505251922318,0.117519814023552,67.5949881774618
2019,"E","London","E09000011","Greenwich","Female",0,82.9427157730757,10.2541083792885,0.123628799511978,66.5512146442304
2019,"E","London","E09000012","Hackney","Female",0,83.6843356085927,10.2446560906545,0.12242023571258,67.0422753192948
2019,"E","London","E09000013","Hammersmith and Fulham","Female",0,84.1520143746986,10.2098298181466,0.121326029971022,67.3360549640305
2019,"E","London","E09000014","Haringey","Female",0,84.6678571560361,10.0061431751656,0.118181131674622,67.6920264419221
2019,"E","London","E09000015","Harrow","Female",0,85.5997110985281,9.48531379251112,0.110810114552761,68.3413839089377
2019,"E","London","E09000016","Havering","Female",0,83.7180252888734,9.67481141886761,0.11556425734463,67.1099403070418
2019,"E","London","E09000017","Hillingdon","Female",0,84.0034755887106,9.45477525189098,0.11255219127102,67.3207391016635
2019,"E","London","E09000018","Hounslow","Female",0,83.898813090768,9.85543748395507,0.117468139546774,67.2014999653136
2019,"E","London","E09000019","Islington","Female",0,83.3258506973004,10.0012300347519,0.120025537705983,66.8336941417768
2019,"E","London","E09000020","Kensington and Chelsea","Female",0,87.9229401748516,9.3217519387667,0.106021840491556,69.8295275961972
2019,"E","London","E09000021","Kingston upon Thames","Female",0,85.2061068828133,9.24021145517709,0.108445413048685,68.1148519240169
2019,"E","London","E09000022","Lambeth","Female",0,83.8242375372738,10.2921123813259,0.122782057835591,67.120364065254
2019,"E","London","E09000023","Lewisham","Female",0,83.2988005773549,9.94549036697098,0.119395361014054,66.8139209315573
2019,"E","London","E09000024","Merton","Female",0,84.5536745454049,9.20428786661874,0.108857337260678,67.7075123721585
2019,"E","London","E09000025","Newham","Female",0,83.0107765961392,10.4180665768953,0.125502579352809,66.577942022037
2019,"E","London","E09000026","Redbridge","Female",0,84.519546935736,9.5346657964442,0.112810185834217,67.6483212531802
2019,"E","London","E09000027","Richmond upon Thames","Female",0,86.5678392521138,9.15862027899457,0.105797029914558,68.9915221752053
2019,"E","London","E09000028","Southwark","Female",0,84.3313638509561,9.95913162486794,0.118095227802426,67.493082961459
2019,"E","London","E09000029","Sutton","Female",0,84.4946767778161,9.41045989444047,0.111373405441692,67.6412966927921
2019,"E","London","E09000030","Tower Hamlets","Female",0,83.3517016811697,10.024298858882,0.12026507745728,66.86206797846
2019,"E","London","E09000031","Waltham Forest","Female",0,84.1496967439211,10.1394693100264,0.120493236486427,67.3606199432568
2019,"E","London","E09000032","Wandsworth","Female",0,84.7184299277128,9.47860381562313,0.111883610493146,67.7861284088232
2019,"E","London","E09000033","Westminster","Female",0,87.0609592194707,9.60541964009408,0.110329816328808,69.2729121279243
2019,"E","London","E09000002","Barking and Dagenham","Male",0,77.3071661590898,11.0340146698077,0.142729519370829,66.0758741441223
2019,"E","London","E09000003","Barnet","Male",0,82.1390052855506,10.3890950550431,0.12648187081066,69.7903423801245
2019,"E","London","E09000004","Bexley","Male",0,80.1560243398168,10.4526139668505,0.130403348381367,68.2736415161532
2019,"E","London","E09000005","Brent","Male",0,80.5985540096098,11.5131524092292,0.142845644697999,68.5771086933564
2019,"E","London","E09000006","Bromley","Male",0,81.7632993527314,10.074616422653,0.123216852822811,69.5262350976532
2019,"E","London","E09000007","Camden","Male",0,82.8484071881349,11.6888421182398,0.141087107344096,70.2910011402734
2019,"E","London","E09000008","Croydon","Male",0,79.8059071810334,11.1972689535168,0.140306267405954,67.9809346630644
2019,"E","London","E09000009","Ealing","Male",0,80.0628029374559,11.5998204635538,0.144884016521573,68.1561241471706
2019,"E","London","E09000010","Enfield","Male",0,80.3986976797763,10.8734899802085,0.135244603382969,68.448567429864
2019,"E","London","E09000011","Greenwich","Male",0,79.3763464910306,11.3746428420989,0.143300156091012,67.6558502309843
2019,"E","London","E09000012","Hackney","Male",0,79.3880166125817,11.8618494398761,0.149416120291336,67.6465222181908
2019,"E","London","E09000013","Hammersmith and Fulham","Male",0,79.2794030327406,11.624049675371,0.146621306804878,67.5802603790896
2019,"E","London","E09000014","Haringey","Male",0,79.8651042968188,11.3227743446907,0.141773737659061,68.0269803104295
2019,"E","London","E09000015","Harrow","Male",0,82.3761383500166,10.7724415306154,0.13077138290755,69.9506476171823
2019,"E","London","E09000016","Havering","Male",0,79.9878130130974,10.2036115441687,0.127564577149995,68.1614366459009
2019,"E","London","E09000017","Hillingdon","Male",0,79.9131610235351,11.2311307714154,0.140541690849993,68.0637009153872
2019,"E","London","E09000018","Hounslow","Male",0,79.5777890501164,11.0622408999075,0.139011664334387,67.8134219676509
2019,"E","London","E09000019","Islington","Male",0,79.6169006761858,11.4661104631334,0.144016036366046,67.8349020257773
2019,"E","London","E09000020","Kensington and Chelsea","Male",0,84.1140163734849,11.6425317421994,0.138413694223136,71.2460378532585
2019,"E","London","E09000021","Kingston upon Thames","Male",0,81.8948696472352,10.187565798979,0.124398095300259,69.6209121179317
2019,"E","London","E09000022","Lambeth","Male",0,78.747974382831,11.2165552313242,0.142436111141034,67.1938184717166
2019,"E","London","E09000023","Lewisham","Male",0,79.0391769105839,11.2052264469101,0.141768005246139,67.392773031505
2019,"E","London","E09000024","Merton","Male",0,80.5416548498309,10.4435690604352,0.129666680923147,68.5826884215967
2019,"E","London","E09000025","Newham","Male",0,79.0040289031319,11.5613510837556,0.146338753153098,67.3675967175357
2019,"E","London","E09000026","Redbridge","Male",0,80.6982155271276,10.593525594904,0.13127335624098,68.6890524601432
2019,"E","London","E09000027","Richmond upon Thames","Male",0,82.5560563167291,10.2386756829378,0.124020891255474,70.110221042932
2019,"E","London","E09000028","Southwark","Male",0,79.768487380363,11.2490587281471,0.141021336840798,67.9640441375883
2019,"E","London","E09000029","Sutton","Male",0,80.6198373534443,10.6586058108177,0.13220822766101,68.6135119162721
2019,"E","London","E09000030","Tower Hamlets","Male",0,79.9692709005594,10.6451270318771,0.133115219283594,68.1489679654302
2019,"E","London","E09000031","Waltham Forest","Male",0,79.9222477708772,11.2019567555364,0.140160682012478,68.0740255226586
2019,"E","London","E09000032","Wandsworth","Male",0,80.1368207563589,10.6845428880988,0.133328759330037,68.273830799019
2019,"E","London","E09000033","Westminster","Male",0,84.1697422547498,11.3703924941386,0.1350888358399,71.3077788632825
2019,"E","North East","E06000001","Hartlepool","Female",0,81.4082247135335,10.4751669423977,0.128674553207107,64.7804832811403
2019,"E","North East","E06000002","Middlesbrough","Female",0,80.3665211872056,10.6731612969177,0.132806063261787,64.0215738290977
2019,"E","North East","E06000003","Redcar and Cleveland","Female",0,82.0290770345466,10.3253080771292,0.125873756604389,65.2385154267196
2019,"E","North East","E06000004","Stockton-on-Tees","Female",0,81.5403996998247,10.4199915988492,0.127789312257586,64.8658287587327
2019,"E","North East","E06000005","Darlington","Female",0,81.6366546518008,10.2890416137493,0.126034581618201,64.948682538041
2019,"E","North East","E06000047","County Durham","Female",0,81.6416228961352,10.1594168011277,0.124439182377015,64.9505574831935
2019,"E","North East","E06000057","Northumberland","Female",0,83.0564561015869,9.78566847483241,0.117819480075859,65.9739154690024
2019,"E","North East","E08000021","Newcastle upon Tyne","Female",0,81.8249865142791,10.020806696749,0.12246634095076,65.0984937046508
2019,"E","North East","E08000022","North Tyneside","Female",0,82.5112466515579,9.92079075951987,0.120235618320191,65.5860902666628
2019,"E","North East","E08000023","South Tyneside","Female",0,81.7522941247489,10.0914053474388,0.123438803222329,65.0517822551365
2019,"E","North East","E08000024","Sunderland","Female",0,81.2605167864147,10.1722193424032,0.125180342738157,64.6806538263276
2019,"E","North East","E08000037","Gateshead","Female",0,81.9196775662611,10.2212885984747,0.124772080434608,65.1485640826666
2019,"E","North East","E06000001","Hartlepool","Male",0,76.8076889568118,11.9714674173388,0.155862877531313,64.9437578021892
