"geography_name","sex_name","age_code","age_name","year","N","source","mean_pcs","mean_mcs","mean_pcs_wt","mean_mcs_wt","eq5d_util_lf_6v_wt"
"South East","Female",34,"30-34",2019,148,"US",53.2324324324324,45.4375675675676,53.2835756777267,44.2058537119898,0.83437021642544
"South East","Female",39,"35-39",2019,137,"US",53.0547445255475,46.0971532846715,53.064568684551,46.2441295568831,0.850027536650127
"South East","Female",44,"40-44",2019,180,"US",52.9176111111111,46.9201111111111,52.6770845011634,46.0624254798647,0.842931857911368
"South East","Female",49,"45-49",2019,188,"US",49.623670212766,47.2118085106383,49.7501182436923,46.9588290551209,0.812456574352961
"South East","Female",54,"50-54",2019,193,"US",49.9374611398964,47.2594300518135,48.9930418814731,46.3236407861832,0.797146121303906
"South East","Female",59,"55-59",2019,191,"US",49.7981151832461,48.6949738219895,49.865855290323,48.4741683630022,0.827463357866522
"South East","Female",64,"60-64",2019,176,"US",48.7171022727273,48.1363636363636,48.626284555773,48.8226094612313,0.8154950079915
"South East","Female",69,"65-69",2019,166,"US",47.5422891566265,51.7610843373494,47.3225622598419,52.1974073847168,0.828856044129942
"South East","Female",74,"70-74",2019,188,"US",44.1901595744681,50.889414893617,43.3403503823536,50.6636732925286,0.77220422936106
"South East","Female",79,"75-79",2019,94,"US",41.3592553191489,52.6413829787234,41.0684654653084,52.6666345074928,0.765000442471225
"South East","Female",84,"80-84",2019,75,"US",41.618,51.7269333333333,41.5779761111543,52.2171505420977,0.766667122468913
"South East","Female",85,"85_plus",2019,48,"US",34.725625,52.5627083333333,35.0196071943504,51.2725811681373,0.679553908302685
"South East","Male",20,"under_20",2019,106,"US",54.7580188679245,45.1700943396226,54.2039295791078,45.1595797136533,0.856869937169015
"South East","Male",24,"20-24",2019,77,"US",55.5828571428572,44.5076623376623,55.5391222456142,44.7709803767744,0.874062454949672
"South East","Male",29,"25-29",2019,96,"US",54.4907291666667,43.9694791666667,55.2729974463422,43.2298243653293,0.855483060553867
"South East","Male",34,"30-34",2019,96,"US",52.8223958333333,46.6863541666667,53.3535825765767,46.3574596266813,0.855162379017944
"South East","Male",39,"35-39",2019,89,"US",53.8969662921348,47.0892134831461,53.5653962557284,45.842004218176,0.853610656150109
"South East","Male",44,"40-44",2019,140,"US",52.3562142857143,48.4477142857143,50.6873202807069,47.8575532631347,0.832376694431764
"South East","Male",49,"45-49",2019,145,"US",51.7141379310345,49.1873793103448,51.9115779318748,48.5793218079842,0.854528973815787
"South East","Male",54,"50-54",2019,153,"US",52.6041176470588,49.6419607843137,51.984160188755,49.5086548730557,0.863213502043029
"South East","Male",59,"55-59",2019,151,"US",51.4135761589404,50.6750993377484,50.7642483314745,51.1078576802821,0.860463415471591
"South East","Male",64,"60-64",2019,147,"US",50.4024489795918,50.7723129251701,49.8138787209921,49.7540731477852,0.837779315896293
"South East","Male",69,"65-69",2019,125,"US",47.44408,52.13376,45.9073542919086,51.4047088812933,0.806713735638069
"South East","Male",74,"70-74",2019,154,"US",47.6094805194805,53.6688311688312,48.4574584047587,54.1402581013362,0.856402456438175
"South East","Male",79,"75-79",2019,86,"US",46.2395348837209,52.1904651162791,45.1720711512552,52.6593664962511,0.809117613120745
"South East","Male",84,"80-84",2019,48,"US",40.3977083333333,52.604375,39.203466459358,52.7571924714512,0.744974231495735
"South East","Male",85,"85_plus",2019,36,"US",38.3094444444444,53.3475,38.3007020169525,54.6873717589432,0.751382768086288
"South West","Female",20,"under_20",2019,72,"US",55.2056944444445,41.5651388888889,54.401081415793,41.7416465386289,0.827140161825209
"South West","Female",24,"20-24",2019,65,"US",55.6163076923077,43.4130769230769,55.6556322677397,43.5410885686021,0.864602634432961
"South West","Female",29,"25-29",2019,57,"US",54.5961403508772,43.9810526315789,53.5596303411365,41.7277452497814,0.814105131565363
"South West","Female",34,"30-34",2019,111,"US",53.2818018018018,44.5102702702703,53.2953970020778,44.9297585367347,0.841344235769988
"South West","Female",39,"35-39",2019,77,"US",51.9,45.1674025974026,51.5270778810116,46.1825140222759,0.82830105171531
"South West","Female",44,"40-44",2019,98,"US",52.2609183673469,46.2461224489796,52.2419969106861,46.5303242837869,0.841129094937142
"South West","Female",49,"45-49",2019,132,"US",49.1861363636364,45.0015909090909,48.284210392035,44.6634161457702,0.772271999274105
"South West","Female",54,"50-54",2019,140,"US",48.4899285714286,47.8121428571429,50.4056859815538,48.9095668405552,0.83793987236837
"South West","Female",59,"55-59",2019,149,"US",50.4164429530201,47.8010738255034,50.2579499154774,47.9325604251821,0.827595024865899
"South West","Female",64,"60-64",2019,111,"US",48.4298198198198,49.5763963963964,48.2232750824462,49.6895895434624,0.818287692073317
"South West","Female",69,"65-69",2019,124,"US",46.4313709677419,50.5645161290323,45.5485114890342,50.0363225415589,0.790944341122719
"South West","Female",74,"70-74",2019,131,"US",46.4790839694657,51.4023664122137,46.1295516512209,50.6798949995393,0.803007081730367
"South West","Female",79,"75-79",2019,73,"US",43.2495890410959,51.2389041095891,42.6056852830569,51.5721289214409,0.772229014895809
"South West","Female",84,"80-84",2019,49,"US",37.0163265306122,51.4175510204082,37.5134039947819,51.4302854412221,0.712906907184157
"South West","Female",85,"85_plus",2019,36,"US",38.73,51.6413888888889,37.4778884571187,51.913381787576,0.717015196993867
"South West","Male",20,"under_20",2019,57,"US",54.3787719298246,44.1119298245614,54.0462267528225,42.8880302947369,0.833032651062567
"South West","Male",24,"20-24",2019,67,"US",55.790447761194,43.1619402985075,55.1659448006113,44.6153911471021,0.866714268532563
"South West","Male",29,"25-29",2019,52,"US",55.9378846153846,46.9401923076923,57.3059889415304,42.5718664909019,0.883494499710581
"South West","Male",34,"30-34",2019,85,"US",54.3734117647059,45.3958823529412,54.8947127919785,41.9716435632989,0.837212668664623
"South West","Male",39,"35-39",2019,60,"US",53.7861666666667,47.005,53.8540055904947,49.4342684126211,0.888244873827584
"South West","Male",44,"40-44",2019,68,"US",53.1797058823529,48.234705882353,51.7976096589448,48.2244825103155,0.850000835143699
"South West","Male",49,"45-49",2019,105,"US",51.8450476190476,48.4980952380952,51.2519902252363,47.8257828620532,0.839382891006083
"South West","Male",54,"50-54",2019,111,"US",50.3242342342342,48.8363963963964,49.2991196321986,47.7912816390644,0.814439038103931
"South West","Male",59,"55-59",2019,114,"US",47.5585087719298,49.8522807017544,46.9487032155764,48.7682779933735,0.795427782228728
"South West","Male",64,"60-64",2019,116,"US",48.2422413793104,51.0588793103448,46.4939043048491,49.7207092256837,0.798741802088974
"South West","Male",69,"65-69",2019,101,"US",47.2928712871287,53.8261386138614,47.6220024320861,53.3937442652233,0.841538233730707
"South West","Male",74,"70-74",2019,105,"US",46.8172380952381,52.3748571428572,46.3207814903416,51.4522027481143,0.811663420605968
"South West","Male",79,"75-79",2019,65,"US",44.6603076923077,51.928,44.6911490740456,52.3439203606311,0.801350552820625
"South West","Male",84,"80-84",2019,46,"US",41.3189130434783,51.3571739130435,40.873284090478,52.5922515989047,0.76221000079402
"South West","Male",85,"85_plus",2019,19,"US",37.5273684210526,53.9994736842105,38.7938992377559,53.8067404872693,0.749495694415647
"Wales","Female",20,"under_20",2019,44,"US",55.3438636363636,45.5613636363636,53.7560311256073,46.5908857622029,0.863041451872613
"Wales","Female",24,"20-24",2019,66,"US",52.5427272727273,42.3701515151515,51.8751660825261,43.0014886599121,0.802549552039166
"Wales","Female",29,"25-29",2019,75,"US",53.1666666666667,42.1297333333333,52.3907480540717,42.7866477954999,0.807665386826372
"Wales","Female",34,"30-34",2019,89,"US",53.798202247191,42.2647191011236,53.2121679095842,41.8980430875954,0.810643407724502
"Wales","Female",39,"35-39",2019,65,"US",51.3827692307692,43.4156923076923,52.2132750468399,42.3080913796522,0.80031343033326
"Wales","Female",44,"40-44",2019,80,"US",51.205625,42.743375,49.7102952412321,41.1664759751296,0.75409919074582
"Wales","Female",49,"45-49",2019,85,"US",49.17,46.7991764705882,48.4877060996557,46.9188834450534,0.796570113110226
"Wales","Female",54,"50-54",2019,114,"US",48.7721929824561,44.3732456140351,49.3611927234698,44.1072032793597,0.780183458566263
"Wales","Female",59,"55-59",2019,107,"US",45.4430841121495,47.2768224299066,45.7225887969791,47.851899937685,0.772948932109403
"Wales","Female",64,"60-64",2019,96,"US",46.8058333333333,46.2730208333333,46.9224663040049,46.5409779008655,0.774335869184211
"Wales","Female",69,"65-69",2019,101,"US",44.6355445544554,48.4179207920792,44.3151252072596,50.2047226498184,0.778804893731095
"Wales","Female",74,"70-74",2019,77,"US",45.5387012987013,50.2318181818182,45.9368756025216,49.7304753058757,0.792567621951069
"Wales","Female",79,"75-79",2019,66,"US",40.6804545454545,52.0165151515152,38.3609610255654,52.7162717809498,0.734884692366224
"Wales","Female",84,"80-84",2019,33,"US",40.5560606060606,50.3124242424243,39.3748299523296,50.4012441720526,0.725280878231428
"Wales","Female",85,"85_plus",2019,22,"US",35.1663636363636,47.6981818181818,32.7745383723266,47.3233010619148,0.605773610945989
"Wales","Male",20,"under_20",2019,35,"US",54.7245714285714,49.7411428571429,54.317966138452,49.4420265034507,0.894997107346544
"Wales","Male",24,"20-24",2019,45,"US",53.4424444444445,46.2166666666667,53.2553921519484,45.1107763696083,0.842443725928973
"Wales","Male",29,"25-29",2019,49,"US",55.1902040816327,47.4820408163265,54.2836169949801,43.2343594950851,0.84002111923596
"Wales","Male",34,"30-34",2019,64,"US",53.575625,44.20921875,54.388016100102,43.8265202229954,0.847279710676023
"Wales","Male",39,"35-39",2019,49,"US",52.6630612244898,46.959387755102,52.5777035736216,44.1786245203843,0.823965640225422
"Wales","Male",44,"40-44",2019,75,"US",52.1937333333333,46.3792,50.0843001465159,44.9613939131797,0.79786075748862
"Wales","Male",49,"45-49",2019,67,"US",49.8498507462687,46.7125373134328,48.5843153008376,47.1207881710181,0.799617956437642
"Wales","Male",54,"50-54",2019,88,"US",50.3895454545455,49.6502272727273,50.2681010099496,50.7063640079861,0.851152459897267
"Wales","Male",59,"55-59",2019,74,"US",48.6983783783784,49.9367567567568,48.1665630293199,50.5198438372086,0.82467670886824
"Wales","Male",64,"60-64",2019,86,"US",45.2516279069767,49.2208139534884,42.8331906296541,48.921504664749,0.750521160223673
"Wales","Male",69,"65-69",2019,75,"US",47.0245333333333,51.1652,47.2414472640376,51.1417675970057,0.819329348500408
"Wales","Male",74,"70-74",2019,74,"US",43.140945945946,51.8777027027027,43.5936302341448,52.8226908422261,0.793567072839768
"Wales","Male",79,"75-79",2019,52,"US",43.0607692307692,50.4169230769231,43.4106144562808,50.2213064407415,0.768994736032168
"Wales","Male",84,"80-84",2019,31,"US",40.0754838709678,52.6,39.7998815477071,52.2789130970025,0.747481502933771
"Wales","Male",85,"85_plus",2019,22,"US",38.6527272727273,48.9318181818182,37.3547740417175,48.3647202878651,0.680584509143118
"West Midlands","Female",20,"under_20",2019,83,"US",56.1185542168675,41.8921686746988,56.8594129596593,37.6936518618384,0.825964570027729
"West Midlands","Female",24,"20-24",2019,130,"US",53.3538461538462,40.5274615384615,52.2797143947526,42.5873522781195,0.804084077068265
"West Midlands","Female",29,"25-29",2019,105,"US",52.8415238095238,43.8705714285714,53.0695035873816,44.4050600188477,0.83315540622362
"West Midlands","Female",34,"30-34",2019,137,"US",52.9636496350365,44.5348905109489,54.7101070659325,43.1596240554094,0.845903854026782
"West Midlands","Female",39,"35-39",2019,97,"US",50.9890721649485,43.9379381443299,51.9473448923946,43.1573939084095,0.805113798301045
"West Midlands","Female",44,"40-44",2019,140,"US",51.3132142857143,46.1042142857143,50.4308665374269,45.8423119636364,0.810740637825632
"West Midlands","Female",49,"45-49",2019,118,"US",49.3054237288136,46.9300847457627,50.6213117015003,46.5575044796767,0.819842371112401
"West Midlands","Female",54,"50-54",2019,146,"US",47.652397260274,45.638698630137,48.0779357240257,46.0716356124349,0.783578792176266
"West Midlands","Female",59,"55-59",2019,122,"US",46.7554098360656,47.2690163934426,46.7792275607057,46.7565580384465,0.77473031191891
"West Midlands","Female",64,"60-64",2019,115,"US",43.5284347826087,46.9054782608696,43.1767670335855,48.1356578767252,0.746854756952843
"West Midlands","Female",69,"65-69",2019,93,"US",44.8365591397849,49.3479569892473,45.6478107588089,49.7406479202193,0.789426103703841
"West Midlands","Female",74,"70-74",2019,83,"US",43.635421686747,51.1632530120482,45.012395355723,51.4959165182739,0.797702704623632
"West Midlands","Female",79,"75-79",2019,65,"US",44.7372307692308,51.2266153846154,44.8921542090459,51.9478775305505,0.800214109997713
"West Midlands","Female",84,"80-84",2019,38,"US",39.5526315789474,51.2952631578947,39.65708852025,50.9412781535111,0.733636818453406
"West Midlands","Female",85,"85_plus",2019,30,"US",35.0626666666667,45.8523333333333,35.8861603892821,45.3135692873342,0.628130734102162
"West Midlands","Male",20,"under_20",2019,87,"US",55.3391954022989,47.3311494252874,57.1160773685524,45.2785475682374,0.904760345838876
"West Midlands","Male",24,"20-24",2019,70,"US",54.7682857142857,47.2518571428571,54.7367115138653,45.7779390061874,0.870518198202056
"West Midlands","Male",29,"25-29",2019,69,"US",53.0004347826087,45.1247826086957,53.5875758801258,45.1512828136343,0.847648546375119
"West Midlands","Male",34,"30-34",2019,84,"US",52.2151190476191,44.2772619047619,51.1931516626987,40.45482589432,0.766526144016915
"West Midlands","Male",39,"35-39",2019,68,"US",51.6314705882353,46.3319117647059,52.7623178392531,47.409700221527,0.856057604741015
"West Midlands","Male",44,"40-44",2019,81,"US",52.7564197530864,50.4611111111111,53.6701151091059,49.8148290580682,0.888650128859942
"West Midlands","Male",49,"45-49",2019,99,"US",49.3530303030303,46.3232323232323,48.8101041723225,46.7168915743267,0.798599310511248
"West Midlands","Male",54,"50-54",2019,106,"US",51.2372641509434,48.438962264151,51.297570391663,48.6964650570156,0.847476932693795
"West Midlands","Male",59,"55-59",2019,105,"US",49.6088571428572,49.7717142857143,49.233285617801,49.4613998286511,0.828282918490783
"West Midlands","Male",64,"60-64",2019,96,"US",46.3276041666667,52.364375,46.5862936906223,52.8747724162638,0.826142636934685
"West Midlands","Male",69,"65-69",2019,80,"US",44.748125,51.174625,44.7522615708139,52.2675507978341,0.801373855649393
"West Midlands","Male",74,"70-74",2019,95,"US",46.3136842105263,53.7613684210526,45.2405284490092,53.7534045592195,0.818597185494033
"West Midlands","Male",79,"75-79",2019,57,"US",44.0638596491228,51.2477192982456,44.3460817017946,51.9412063040734,0.794256694153964
"West Midlands","Male",84,"80-84",2019,33,"US",38.4830303030303,54.1254545454546,37.3310950489435,54.7851531626094,0.740928303079815
"West Midlands","Male",85,"85_plus",2019,13,"US",36.5592307692308,51.5823076923077,39.0069560593962,50.6507561676096,0.723352330546184
"Yorkshire and The Humber","Female",20,"under_20",2019,93,"US",53.6077419354839,43.7486021505376,54.9660680445014,42.2231644594127,0.840833969220633
"Yorkshire and The Humber","Female",24,"20-24",2019,101,"US",53.3969306930693,43.1938613861386,53.2605446628029,44.3611977109013,0.835507285758192
"Yorkshire and The Humber","Female",29,"25-29",2019,119,"US",53.7391596638656,41.4696638655462,53.8653145687046,40.7946655479907,0.809173203251151
"Yorkshire and The Humber","Female",34,"30-34",2019,130,"US",52.5788461538462,44.2150769230769,54.1336444066245,42.4623855963214,0.830185734710723
"Yorkshire and The Humber","Female",39,"35-39",2019,104,"US",51.2173076923077,44.3018269230769,52.1392138352232,44.8095361648802,0.823836676456301
"Yorkshire and The Humber","Female",44,"40-44",2019,121,"US",50.9819008264463,45.7104958677686,50.6385014231425,47.0472344493134,0.824523262707287
"Yorkshire and The Humber","Female",49,"45-49",2019,145,"US",49.8404827586207,47.0803448275862,49.3629591066988,46.6053706286654,0.804364483263098
"Yorkshire and The Humber","Female",54,"50-54",2019,132,"US",48.415303030303,47.4859848484849,47.3938011807952,48.1698671978109,0.795145636082521
"Yorkshire and The Humber","Female",59,"55-59",2019,115,"US",47.0350434782609,47.278347826087,47.1545077974809,47.0686776637648,0.782105837995383
"Yorkshire and The Humber","Female",64,"60-64",2019,108,"US",44.6423148148148,49.507962962963,43.7660502099181,49.020485745124,0.761883135549121
"Yorkshire and The Humber","Female",69,"65-69",2019,101,"US",45.5074257425743,50.4860396039604,46.4318727433183,50.5627759224646,0.805368144133655
"Yorkshire and The Humber","Female",74,"70-74",2019,112,"US",44.1478571428571,49.721875,44.7046224141399,49.8560036668642,0.77997695660502
"Yorkshire and The Humber","Female",79,"75-79",2019,61,"US",44.4791803278689,51.6985245901639,44.7363254312243,51.148837787343,0.791721190714041
"Yorkshire and The Humber","Female",84,"80-84",2019,44,"US",38.0822727272727,50.1186363636364,38.3993963001532,50.5479509073268,0.715179763775571
"Yorkshire and The Humber","Female",85,"85_plus",2019,30,"US",32.0866666666667,52.1866666666667,32.4132874580346,52.4231428317355,0.653935752039434
"Yorkshire and The Humber","Male",20,"under_20",2019,70,"US",54.8594285714286,47.455,54.612862587868,46.7292216215582,0.876957317481368
"Yorkshire and The Humber","Male",24,"20-24",2019,67,"US",54.2410447761194,45.2749253731343,54.2273370287102,47.411391753372,0.877032224789804
"Yorkshire and The Humber","Male",29,"25-29",2019,86,"US",54.5259302325581,47.2741860465116,53.3757765092313,47.2987080515732,0.863719512445175
"Yorkshire and The Humber","Male",34,"30-34",2019,97,"US",53.2769072164949,48.3535051546392,51.9552174196542,50.3911481967027,0.869943031963768
"Yorkshire and The Humber","Male",39,"35-39",2019,75,"US",53.6570666666667,47.8162666666667,54.9002817852929,47.5962705208845,0.888671315799387
"Yorkshire and The Humber","Male",44,"40-44",2019,94,"US",51.4602127659575,48.8313829787234,50.7267970249403,48.5298551806608,0.838733117633953
"Yorkshire and The Humber","Male",49,"45-49",2019,124,"US",50.9804032258065,48.1608064516129,50.0046497851087,49.0265413295114,0.833954755486187
"Yorkshire and The Humber","Male",54,"50-54",2019,126,"US",49.5807936507937,48.3668253968254,49.1684446197717,47.2223539090903,0.807669218949355
"Yorkshire and The Humber","Male",59,"55-59",2019,102,"US",48.7396078431373,48.9446078431373,48.9680671830099,48.6792219376969,0.818320469467473
"Yorkshire and The Humber","Male",64,"60-64",2019,93,"US",46.7005376344086,49.9622580645161,46.0449595134464,47.8338918948436,0.776464327915265
"Yorkshire and The Humber","Male",69,"65-69",2019,84,"US",46.2330952380952,51.8965476190476,46.5306330640681,51.9072518208845,0.817740221733258
"Yorkshire and The Humber","Male",74,"70-74",2019,103,"US",44.3792233009709,51.7765048543689,42.9128740008799,52.4631965296308,0.783250853292249
"Yorkshire and The Humber","Male",79,"75-79",2019,58,"US",42.8027586206897,52.9429310344828,43.0307955745803,53.2952679153977,0.791476740700969
"Yorkshire and The Humber","Male",84,"80-84",2019,34,"US",41.4964705882353,50.3273529411765,42.2933987751396,49.7625312704997,0.752402137383236
"Yorkshire and The Humber","Male",85,"85_plus",2019,16,"US",35.86125,52.859375,39.8069073904857,54.4604218484719,0.766389065709265
